name	ingredient	rxcui
neo-sinefrina alergo	beclometasone dipropionate	1348
neo-suxigal	roxithromycin	9478
neo-tomizol	carbimazole	2020
neobacitracine	bacitracin, polymyxin b sulfate	645555
neobefol	cyanocobalamin, folic acid	1432023
neobonsen zur anwendung bei erwachsenen und kindern ab 1 jahr wirkstoff	evening primrose oil	203219
neobrufen	ibuprofen	5640
neobrufen	ibuprofen, codeine phosphate hemihydrate	5640
neobrufen fast	ibuprofen	5640
neobrufen retard	ibuprofen	5640
neocarbo	carboplatin	40048
neocardon	atenolol	1202
neocare	tretinoin	10753
neocef	cefixime	25033
neocitec	vinorelbine	39541
neoclarityn	desloratadine	275635
neocolon	trimebutine maleate	262296
neodidro	calcifediol	1889
neodol 100 mg oralna suspenzija	ibuprofen	5640
neodol 20 mg/ml oralna suspenzija	ibuprofen	5640
neodol 200 mg oralna suspenzija	ibuprofen	5640
neodol 400 mg oralna suspenzija	ibuprofen	5640
neodol forte 40 mg/ml oralna suspenzija	ibuprofen	5640
neodor	capsaicin	1992
neoduplamox	amoxicillin, clavulanic acid	19711
neoduplamox bambini	amoxicillin, clavulanic acid	19711
neoduplamox bambini (aroma frutti misti)	amoxicillin, clavulanic acid	19711
neofel xl	felodipine	4316
neofen	ibuprofen	5640
neofen direkt	ibuprofen	5640
neofen forte	ibuprofen	5640
neofen neo-forte	ibuprofen	5640
neofen plus	ibuprofen	5640
neofen rapid	ibuprofen lysine	36761
neoflubin	fludarabine phosphate	25102
neofollin	estradiol valerate	24395
neofordex	dexamethasone	3264
neofuragina	nitrofurantoin	7454
neogranormon	ergocalciferol	4018
neogrip	paracetamol	161
neohepatect	human hepatitis b immunoglobulin	26744
neoimmun	ciclosporin	3008
neoiodarsolo	cyanocobalamin, l-arginine l-2 pyrrolidone-5-carboxylate	11248
neokay	phytomenadione	8308
neokay zur anwendung bei säuglingen	phytomenadione	8308
neolaque	amorolfine hydrochloride	293865
neomag	magnesium	6574
neomedil	benzalkonium chloride, ethanol (96 per cent)	1379
neomercazole	carbimazole	2020
neomercurocromobianco	chlorhexidine gluconate	20791
neomicina	neomycin sulfate	7300
neomicina labesfal	neomycin	7299
neomid	metformin hydrochloride	235743
neomidantan	amantadine hydrochloride	282415
neomycinsulfat smartpractice europe	neomycin sulfate	7300
neomycinum	neomycin sulfate	7300
neomycinum tzf	neomycin sulfate	7300
neomyx	tamsulosin hydrochloride, dutasteride	1001472
neoparin	enoxaparin sodium	221095
neoparin forte	enoxaparin sodium	221095
neoparin multi	enoxaparin sodium	221095
neophyr	nitric oxide	7442
neophyr	nitrous oxide	7486
neopreol	neomycin sulfate, prednisolone	693011
neoproct	fluocortolone pivalate, anhydrous lidocaine hydrochloride	4465
neoproct kombinationsförpackning	fluocortolone pivalate, anhydrous lidocaine hydrochloride	4465
neoproct yhdistelmäpakkaus	fluocortolone pivalate, anhydrous lidocaine hydrochloride	4465
neoral	ciclosporin	3008
neoral-sandimmun	ciclosporin	3008
neorecormon	epoetin beta	105695
neored	tetryzoline hydrochloride	57983
neorelium	diazepam	3322
neosayomol	diphenhydramine hydrochloride	1362
neoseptolete combi citron a bezový květ	benzydamine hydrochloride, cetylpyridinium chloride	1006933
neoseptolete combi citron a med	benzydamine hydrochloride, cetylpyridinium chloride	1006933
neoseptolete třešeň	cetylpyridinium chloride	2287
neoseptolete with lemon flavour	cetylpyridinium chloride	2287
neoseptolete with wild cherry flavour	cetylpyridinium chloride	2287
neoseptolete z okusom divje Češnje	cetylpyridinium chloride	2287
neoseptolete z okusom limone	cetylpyridinium chloride	2287
neosine	inosine pranobex	6048
neosine forte	inosine pranobex	6048
neospasmina noc	liquid extract from hawthorn fruit, valerian root, hop strobile and passionflower herb (36:36:18:10), extraction solvent: ethanol 50% (v/v)	253206
neostig	neostigmine methylsulfate	7316
neostigmin panpharma	neostigmine methylsulfate	7316
neostigmin sad	neostigmine bromide	82055
neostigmin unimedic	neostigmine methylsulfate	7316
neostigmina braun	neostigmine methylsulfate	7316
neostigmine cooper	neostigmine methylsulfate	7316
neostigmine kalceks	neostigmine methylsulfate	7316
neostigmine methylsulfate bp hameln pharma ltd	neostigmine methylsulfate	7316
neostigmine metilsulfate mercury pharmaceuticals (ireland)	neostigmine methylsulfate	7316
neostigminemethylsulfaat cf	neostigmine methylsulfate	7316
neostigmină lph labormed	neostigmine bromide	82055
neosynephrin-pos	phenylephrine hydrochloride	8164
neosynephrin-pos 10 %	phenylephrine hydrochloride	8164
neosynephrine	phenylephrine hydrochloride	8164
neotac	inosine pranobex	6048
neotaxan	paclitaxel	56946
neotemelin	levocetirizine dihydrochloride	402349
neotigason	acitretin	16818
neotigason aurobindo	acitretin	16818
neotri	xipamide, triamterene	1007225
neovel	desogestrel	22656
neovent cfc- free inhaler	salmeterol	36117
neovletta	ethinylestradiol, levonorgestrel	214558
neovletta 28	ethinylestradiol, levonorgestrel | lactose monohydrate	1305527
neoxene	chlorhexidine gluconate	20791
neoxidil	minoxidil	6984
neoxinal	chlorhexidine gluconate	20791
neoxinal alcolico	chlorhexidine gluconate, ethanol (96 per cent)	20791
neozipine xl kent pharma uk limited	nifedipine	7417
nepanil	escitalopram	321988
nepanizil	donepezil hydrochloride	236559
neparvis	valsartan, sacubitril	1656339
neperion orion	donepezil hydrochloride	236559
nepexto	etanercept	214555
nepezil	donepezil hydrochloride	236559
nepezil 1mg/ml	donepezil hydrochloride	236559
nephral	hydrochlorothiazide, triamterene	258337
nephroferol	iron sucrose	24909
nephrotrans	sodium hydrogen carbonate	36676
nepipe	epinephrine	3992
nepipe junior	epinephrine	3992
nepla	donepezil hydrochloride	236559
nepramel	esomeprazole	283742
nerdipina	nicardipine hydrochloride	235230
nerdipina retard	nicardipine hydrochloride	235230
neriforte	diflucortolone valerate	23035
nerisona	diflucortolone valerate	23035
nerisona c	diflucortolone valerate, chlorquinaldol	1006924
nerisone	diflucortolone valerate	23035
nerisone c	diflucortolone valerate, chlorquinaldol	1006924
nerisone gras	diflucortolone valerate	23035
nerlynx	neratinib	1940643
nervamat	ropinirole	72302
nerven- & schlaf	lavandulae flos, melissa leaf, menthae piperitae folium, valerianae radix	253206
nervinex	brivudine	59161
nervo opt n	diphenhydramine hydrochloride	1362
nervobión 5000	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
nervoid	ethanol, anhydrous, ambra grisea dil. d 3, valeriana Ø, cimicifuga racemosa Ø, semecarpus anacardium dil. d3, avena sativa mother tincture, passiflora incarnata mother tincture	448
nervopan	rivastigmine	183379
nervová Čajová směs	fennel fruit sweet, valerianae radix, menthae piperitae herba, melissae herba	253206
nervová Čajová zmes	fennel fruit sweet, valerianae radix, menthae piperitae herba, melissae herba	253206
nesidom	molsidomine	7023
nesivine	oxymetazoline hydrochloride	106101
nesivine 0,05%, neusdruppels	oxymetazoline hydrochloride	106101
nesivine baby sine conservans	oxymetazoline hydrochloride	106101
nesivine neusspray	oxymetazoline hydrochloride	106101
nesivine pediatrie	oxymetazoline hydrochloride	106101
nesivine pediatrie sine conservans	oxymetazoline hydrochloride	106101
nesivine pädiatrie	oxymetazoline hydrochloride	106101
nesivine pädiatrie sine conservans	oxymetazoline hydrochloride	106101
nesivine pédiatrie	oxymetazoline hydrochloride	106101
nesivine pédiatrie sine conservans	oxymetazoline hydrochloride	106101
nesivine sine conservans	oxymetazoline hydrochloride	106101
nessapol	ibuprofen	5640
nessel hal allergy	urtica dioica	580119
nestrolan	trazodone hydrochloride	82112
net	glucosamine hydrochloride	236608
netdental händedesinfektion	isopropyl alcohol	797541
netdex	netilmicin sulfate, dexamethasone disodium phosphate	203193
netiapin	quetiapine	51272
netildex	netilmicin sulfate, dexamethasone disodium phosphate	203193
netilmicin newline pharma	netilmicin	7337
netilmicin/dexamethasone newline pharma	netilmicin sulfate, dexamethasone disodium phosphate	203193
netilmicina newline pharma	netilmicin	7337
netilmicina/dexametasona newline pharma	netilmicin sulfate, dexamethasone disodium phosphate	203193
netin	gabapentin	25480
netromicine	netilmicin	7337
netromicine pediatrique	netilmicin	7337
nettacin	netilmicin sulfate	203193
nettacin viscoso	netilmicin sulfate	203193
neuair airmaster	fluticasone propionate, salmeterol	284635
neufil	diprophylline	3714
neulasta	pegfilgrastim	338036
neuleptil	periciazine	8766
neupogen	filgrastim	68442
neupogen novum	filgrastim	68442
neupogen singleject	filgrastim	68442
neupro	rotigotine	616739
neuprovit	benfotiamine	18891
neuraceq	florbetaben (18f)	1492940
neuralgin extra	ibuprofen lysine	36761
neuramin	thiamine	10454
neuramin	thiamine hydrochloride	235355
neurex	citicoline sodium	1099914
neurobion	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
neurobion ampoules	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
neurobion – ampullen	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
neurobion, associação	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
neurobion®	cyanocobalamin, pyridoxine, thiamine	1028612
neurobloc	botulinum toxin type b	2167673
neurocil	levomepromazine maleate	160372
neurocil ampullen	levomepromazine hydrochloride	91124
neurocil tropfen	levomepromazine hydrochloride	91124
neuroderm akut	hydrocortisone butyrate propionate	27196
neurogamma	benfotiamine	18891
neurogerlon	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
neurol	alprazolam	596
neurol sr	alprazolam	596
neurolepsin	lithium carbonate	42351
neurolipon	thioctic acid	6417
neurolite	bicisate dihydrochloride	1306099
neurolite	bicisate dihydrochloride | sodium phosphate dibasic heptahydrate	1306099
neurolite	bicisate dihydrochloride | sodium phosphate dibasic heptahydrate, sodium dihydrogen phosphate monohydrate	1306099
neuromade	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
neuromax forte	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
neuromiol	rasagiline	134748
neuromultivit	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
neurontin	gabapentin	25480
neurorubine	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
neurorubine forte lactab	cyanocobalamin, thiamine nitrate, pyridoxine hydrochloride	1028612
neuroscan	exametazime	62153
neurosedine	sertraline	36437
neuroselect	ethanol, gelsemium dil. d4, pulsatilla pratensis dil. d4, passiflora incarnata dil. d2, lycopus virginicus dil. d2	448
neurossen	benfotiamine	18891
neurostil	gabapentin	25480
neurotol slow	carbamazepine	2002
neuroton	citicoline sodium	1099914
neurotop	carbamazepine	2002
neurotop retard	carbamazepine	2002
neurovit	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
neurovit fast	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
neurovita forte	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
neusdruppels xylometazoline hcl etos	xylometazoline hydrochloride	54220
neusdruppels xylometazoline hcl htp	xylometazoline hydrochloride	54220
neusspray xelf	xylometazoline hydrochloride	54220
neusspray xylometazoline hcl etos	xylometazoline hydrochloride	54220
neusspray xylometazoline hcl htp	xylometazoline hydrochloride	54220
neutrogena t/gel	coal tar	2635
neutrogena t/gel therapeutic	coal tar	2635
nevanac	nepafenac	298665
neviran	aciclovir	281
neviran	nevirapine	53654
neviran	nevirapine, anhydrous	53654
nevirapin accord	nevirapine	53654
nevirapin accord	nevirapine, anhydrous	53654
nevirapin aurobindo	nevirapine	53654
nevirapin axiromed	nevirapine, anhydrous	53654
nevirapin beta	nevirapine	53654
nevirapin heumann	nevirapine	53654
nevirapin hexal	nevirapine	53654
nevirapin hormosan	nevirapine	53654
nevirapin mylan	nevirapine	53654
nevirapin ratiopharm	nevirapine	53654
nevirapina accord	nevirapine	53654
nevirapina aurobindo	nevirapine	53654
nevirapina aurovitas	nevirapine	53654
nevirapina farmoz	nevirapine	53654
nevirapina generis	nevirapine	53654
nevirapina hetero europe	nevirapine	53654
nevirapina kern pharma	nevirapine	53654
nevirapina mylan	nevirapine	53654
nevirapina mylan	nevirapine, anhydrous	53654
nevirapina normon	nevirapine	53654
nevirapina sandoz gmbh	nevirapine	53654
nevirapina tarbis farma	nevirapine	53654
nevirapina teva	nevirapine	53654
nevirapina teva italia	nevirapine	53654
nevirapine accord	nevirapine	53654
nevirapine accord	nevirapine, anhydrous	53654
nevirapine accord healthcare	nevirapine	53654
nevirapine amarox	nevirapine	53654
nevirapine arrow lab	nevirapine	53654
nevirapine aurobindo	nevirapine	53654
nevirapine cristers	nevirapine	53654
nevirapine dr. reddy’s	nevirapine	53654
nevirapine generics [uk]	nevirapine	53654
nevirapine lp accord	nevirapine	53654
nevirapine lp arrow	nevirapine	53654
nevirapine lp dextreg	nevirapine	53654
nevirapine lp sandoz	nevirapine	53654
nevirapine medical valley	nevirapine	53654
nevirapine medical valley	nevirapine, anhydrous	53654
nevirapine moringside healthcare	nevirapine	53654
nevirapine morningside	nevirapine	53654
nevirapine mylan	nevirapine	53654
nevirapine mylan	nevirapine, anhydrous	53654
nevirapine mylan	nevirapine, nevirapine, anhydrous	53654
nevirapine mylan l.p.	nevirapine, anhydrous	53654
nevirapine sandoz	nevirapine	53654
nevirapine sandoz ltd	nevirapine	53654
nevirapine teva	nevirapine	53654
nevirapine teva b.v.	nevirapine	53654
nevirapine teva lp	nevirapine	53654
nevirapine vocate	nevirapine	53654
nevirapine wockhardt	nevirapine	53654
nevirapine wockhardt uk	nevirapine, anhydrous	53654
nevirapine wockhardt uk ltd	nevirapine	53654
nevirapine xiromed	nevirapine, anhydrous	53654
nevirapine zentiva	nevirapine	53654
nevirapină accord	nevirapine	53654
nevita	nevirapine	53654
nevolol	nebivolol hydrochloride	236883
nevotens	nebivolol hydrochloride	236883
nevropram	citalopram	2556
nevrorestol	buspirone	1827
newlev	levetiracetam	114477
newvastig	rivastigmine hydrogen tartrate	994808
newzypra	olanzapine	61381
nexavar	sorafenib	495881
nexazole	esomeprazole	283742
nexetin 20 mg	duloxetine hydrochloride	476250
nexetin 40 mg	duloxetine hydrochloride	476250
nexiam	esomeprazole	283742
nexiam i.v.	esomeprazole	283742
nexiam iv	esomeprazole	283742
nexium	esomeprazole	283742
nexium	esomeprazole magnesium	283562
nexium	esomeprazole sodium	1294569
nexium control	esomeprazole	283742
nexium i.v.	esomeprazole	283742
nexium i.v.	esomeprazole sodium	1294569
nexmezol	esomeprazole	283742
nexodal	naloxone hydrochloride	203192
nexomic	netilmicin sulfate	203193
nexplanon	etonogestrel	14584
nexpram	escitalopram oxalate	353108
nezatin	simvastatin	36567
nezebi	oxymetazoline hydrochloride	106101
nezemax	oxymetazoline hydrochloride	106101
nezemer	oxymetazoline hydrochloride	106101
nezepro	oxymetazoline hydrochloride	106101
nezequr	oxymetazoline hydrochloride	106101
nezeril	oxymetazoline hydrochloride	106101
nezyr	finasteride	25025
nhytida	ethinylestradiol, gestodene	608868
nhytideta	ethinylestradiol, gestodene	608868
nibel	nebivolol	31555
nibestan	exemestane	258494
nibix	imatinib	282388
nicabate	nicotine	7407
nicabate clear	nicotine	7407
nicabate mini	nicotine	7407
nicabate minis citrus	nicotine	7407
nicabate mint	nicotine	7407
nicabate opaque	nicotine	7407
nicam	nicotinamide	7405
nicardipina mylan generics	nicardipine hydrochloride	235230
nicardipine aguettant	nicardipine hydrochloride	235230
nicardipine arrow	nicardipine hydrochloride	235230
nicardipine hydrochloride tillomed laboratories	nicardipine hydrochloride	235230
nicardipine laboratoire aguettant	nicardipine hydrochloride	235230
nicassist minty fresh	nicotine	7407
nicassist translucent	nicotine	7407
nicef	cefradine	2239
nicergin	nicergoline	7398
nicergolin	nicergoline	7398
nicergolin neuraxpharm	nicergoline	7398
nicergolina slavia	nicergoline	7398
nicergolină lph labormed	nicergoline	7398
nicerin	nicergoline	7398
nicetile	acetyl l-carnitine	193
nicetile	acetylcarnitine hydrochloride	476316
niciane	mometasone furoate monohydrate	153374
nico-hepatocyn	rhamnus purshiana dc. bark, dry extract from artichoke leaf (5-6.25:1); extraction solvent: water, dry extract from boldo leaf (5.0:1); extraction solvent: purified water, aloe ferox leaf extract	1309503
nicobion	nicotinamide	7405
nicochew mint	nicotine	7407
nicoferin	cytisinicline	1723152
nicokern sabor menta	nicotine	7407
nicolan	nicorandil	31748
niconex	nicotine	7407
nicopatch tts	nicotine	7407
nicopatchderm	nicotine	7407
nicopatchlib	nicotine	7407
nicopatch tts	nicotine	7407
nicorandil	nicorandil	31748
nicorandil almus	nicorandil	31748
nicorandil biogaran	nicorandil	31748
nicorandil dexcel pharma	nicorandil	31748
nicorandil eg	nicorandil	31748
nicorandil g.l	nicorandil	31748
nicorandil generics [uk] ltd	nicorandil	31748
nicorandil mylan pharma	nicorandil	31748
nicorandil rivopharm	nicorandil	31748
nicorandil sandoz	nicorandil	31748
nicorandil zentiva	nicorandil	31748
nicorandil zydus	nicorandil	31748
nicorandilo generis	nicorandil	31748
nicorette	nicotine	7407
nicorette berrymint	nicotine	7407
nicorette bucomist	nicotine	7407
nicorette bucomist bucal sabor fruta menta	nicotine	7407
